Generación,MejorFitnessNorm,FitnessNormMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular
﻿25,1.0,-0.06727,4.383333,COLLISION_WITH_NavModifierVolume8,LAZY,31
﻿26,0.995028,-0.55894,4.5,COLLISION_WITH_NavModifierVolume53,LAZY,33
﻿27,0.920532,0.098671,4.5,COLLISION_WITH_NavModifierVolume133,LAZY,30
﻿28,0.974775,-0.011883,3.916667,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿29,0.926165,-0.299419,4.383333,COLLISION_WITH_NavModifierVolume53,LAZY,24
﻿30,0.86817,0.000468,4.25,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿31,0.745499,0.027877,4.133333,COLLISION_WITH_BP_IntersectionBorder108,LAZY,30
﻿32,0.868862,-0.359464,5.1,COLLISION_WITH_NavModifierVolume8,LAZY,27
﻿33,1.0,-0.027441,4.333333,COLLISION_WITH_NavModifierVolume43,LAZY,30
﻿34,0.935413,-0.143763,4.5,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿35,0.946128,-0.025038,4.633333,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿36,0.716619,-0.049386,4.233333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿37,0.771952,-0.042149,4.183333,COLLISION_WITH_NavModifierVolume12,LAZY,30
﻿38,0.939173,-0.172108,4.516667,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿39,0.950929,-0.017026,4.6,COLLISION_WITH_NavModifierVolume8,LAZY,25
﻿40,0.837606,0.07027,4.766667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿41,0.791702,-0.099368,4.083333,COLLISION_WITH_NavModifierVolume12,LAZY,31
﻿42,0.882564,-0.008668,4.316667,COLLISION_WITH_NavModifierVolume43,LAZY,27
﻿43,0.373995,-0.100375,4.15,COLLISION_WITH_NavModifierVolume8,LAZY,26
﻿44,0.67869,-0.225654,3.916667,COLLISION_WITH_NavModifierVolume12,LAZY,31
﻿45,0.927496,-0.044854,4.65,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿46,0.892788,0.000044,4.183333,COLLISION_WITH_NavModifierVolume43,LAZY,28
﻿47,1.0,-0.021641,5.183333,COLLISION_WITH_NavModifierVolume8,LAZY,30
﻿48,0.932967,-0.018966,5.116667,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿49,0.880964,0.040933,5.316667,COLLISION_WITH_NavModifierVolume43,LAZY,26
﻿50,0.728518,-0.15012,4.833333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿51,0.953221,-0.827769,4.916667,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿52,0.859418,-0.03165,4.266667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿53,0.820025,-0.067469,4.333333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿54,0.928561,-0.146039,4.083333,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿55,0.852095,-0.001735,4.45,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿56,0.878124,0.066148,4.966667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿57,0.496093,-0.01633,4.433333,COLLISION_WITH_NavModifierVolume133,LAZY,30
﻿58,0.856297,0.04553,4.183333,COLLISION_WITH_NavModifierVolume30,LAZY,34
﻿59,0.956759,-0.064007,4.283333,COLLISION_WITH_NavModifierVolume8,LAZY,23
﻿60,0.846796,-0.178572,4.4,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿61,0.916852,-0.052167,3.983333,COLLISION_WITH_NavModifierVolume43,LAZY,25
﻿62,0.851904,-0.028548,4.316667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿63,0.877473,-0.043454,4.366667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿64,0.849683,0.034337,4.433333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿65,0.921306,0.038638,4.466667,COLLISION_WITH_NavModifierVolume43,LAZY,27
﻿66,0.888238,-0.154944,4.666667,COLLISION_WITH_NavModifierVolume8,LAZY,32
﻿67,0.739019,-0.317568,4.75,COLLISION_WITH_BP_IntersectionBorder19,LAZY,24
﻿68,0.863642,-0.247337,4.683333,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿69,0.932465,-0.263869,4.316667,COLLISION_WITH_NavModifierVolume8,LAZY,30
﻿70,0.807132,-0.000692,4.733333,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿71,0.852666,-0.020413,4.483333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿72,0.953271,-0.116119,4.733333,COLLISION_WITH_NavModifierVolume8,LAZY,28
﻿73,0.862131,-0.09212,4.216667,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿74,0.897994,-0.014676,4.416667,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿75,0.804283,0.030271,5.233333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿76,0.988179,-0.082096,4.316667,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿77,0.946092,-0.076724,4.35,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿78,0.835001,0.015455,4.35,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿79,0.883592,-0.263819,4.533333,COLLISION_WITH_NavModifierVolume30,LAZY,21
﻿80,0.786951,-0.055797,4.4,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿81,0.947221,-0.212121,4.25,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿82,0.859224,-0.002123,4.0,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿83,0.865961,0.00682,4.433333,COLLISION_WITH_NavModifierVolume43,LAZY,34
﻿84,0.859876,0.008787,4.85,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿85,0.858613,-0.019916,4.55,COLLISION_WITH_NavModifierVolume43,LAZY,31
﻿86,0.730277,-0.040482,4.316667,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿87,0.894942,-0.380281,4.783333,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿88,0.83323,-0.047482,3.95,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿89,0.744814,-0.097413,4.866667,COLLISION_WITH_BP_IntersectionBorder19,LAZY,31
﻿90,0.922378,-0.058,4.65,COLLISION_WITH_NavModifierVolume8,LAZY,28
﻿91,0.834607,-0.015198,4.883333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿92,0.9677,-0.09211,4.266667,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿93,0.843901,-0.015312,4.433333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿94,0.833143,-0.062777,4.033333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿95,0.900507,-0.026108,4.266667,COLLISION_WITH_NavModifierVolume43,LAZY,28
﻿96,0.959408,-0.036705,4.866667,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿97,0.875389,-0.064162,4.033333,COLLISION_WITH_NavModifierVolume43,LAZY,31
﻿98,0.833045,-0.04487,4.883333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿99,1.0,0.028919,4.583333,COLLISION_WITH_NavModifierVolume19,LAZY,31
﻿100,0.817098,-0.014014,4.133333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿101,0.852428,0.024232,4.45,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿102,0.616585,-0.134133,4.266667,COLLISION_WITH_BP_IntersectionBorder19,LAZY,30
﻿103,0.859288,0.031042,4.733333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿104,0.877551,-0.080037,4.516667,COLLISION_WITH_NavModifierVolume8,LAZY,33
﻿105,0.904261,-0.045501,4.65,COLLISION_WITH_NavModifierVolume8,LAZY,27
﻿106,0.959007,0.028732,5.083333,COLLISION_WITH_NavModifierVolume20,LAZY,27
﻿107,0.801968,-0.192374,4.416667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿108,0.837826,-0.114798,5.15,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿109,0.870619,0.041531,3.95,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿110,0.643081,-0.028616,4.483333,COLLISION_WITH_NavModifierVolume12,LAZY,25
﻿111,0.976311,-0.064691,4.966667,COLLISION_WITH_NavModifierVolume53,LAZY,24
﻿112,0.883126,-0.033338,4.766667,COLLISION_WITH_BP_IntersectionBorder15,LAZY,32
﻿113,0.815806,0.028562,4.25,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿114,1.0,-0.135849,4.95,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿115,0.963659,-0.011474,6.033333,COLLISION_WITH_NavModifierVolume53,LAZY,18
﻿116,0.850278,-0.061785,4.666667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿117,0.947954,0.003989,4.0,COLLISION_WITH_NavModifierVolume43,LAZY,27
﻿118,0.841694,-0.03482,4.583333,COLLISION_WITH_NavModifierVolume30,LAZY,21
﻿119,0.830899,-0.059682,4.533333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿120,0.852575,-0.050988,4.533333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿121,0.761346,0.001313,4.35,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿122,0.942535,0.013713,5.016667,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿123,0.823018,-0.031344,4.7,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿124,0.894082,0.028701,4.566667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿125,0.836711,0.039703,4.65,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿126,0.956753,-0.083053,4.966667,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿127,0.9403,0.021946,4.433333,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿128,0.93058,-0.080663,4.316667,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿129,0.930918,-0.008149,4.833333,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿130,0.987707,-0.072691,4.483333,COLLISION_WITH_NavModifierVolume53,LAZY,25
﻿131,0.937185,0.026796,4.066667,COLLISION_WITH_NavModifierVolume43,LAZY,23
﻿132,0.973216,-0.220475,4.533333,COLLISION_WITH_NavModifierVolume53,LAZY,20
﻿133,0.980979,-0.004864,4.716667,COLLISION_WITH_NavModifierVolume53,LAZY,26
﻿134,0.612744,-0.065418,4.033333,COLLISION_WITH_NavModifierVolume23,LAZY,31
﻿135,0.857201,-0.04077,4.516667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿136,0.972109,-0.026371,4.516667,COLLISION_WITH_NavModifierVolume53,LAZY,25
﻿137,0.890226,-0.017449,4.25,COLLISION_WITH_NavModifierVolume43,LAZY,25
﻿138,0.847703,0.037681,4.65,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿139,1.0,-0.278023,5.133333,REVERSE,LAZY,27
﻿140,0.935832,0.036799,4.2,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿141,0.930577,-0.039791,4.5,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿142,0.854837,0.000313,4.533333,COLLISION_WITH_NavModifierVolume43,LAZY,23
﻿143,0.84383,0.028991,4.433333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿144,0.856384,0.050033,4.7,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿145,0.946164,-0.057447,4.766667,COLLISION_WITH_NavModifierVolume53,LAZY,32
﻿146,0.956596,-0.019555,4.833333,COLLISION_WITH_NavModifierVolume53,LAZY,32
﻿147,0.83605,-0.016081,4.45,COLLISION_WITH_NavModifierVolume43,LAZY,31
﻿148,0.725919,-0.105171,4.85,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿149,0.968235,-0.076473,4.4,COLLISION_WITH_NavModifierVolume53,LAZY,32
﻿150,0.729396,-0.071368,4.4,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿151,0.958389,0.035815,4.783333,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿152,0.919849,0.109661,4.9,COLLISION_WITH_NavModifierVolume43,LAZY,31
﻿153,0.631943,0.012617,4.55,COLLISION_WITH_NavModifierVolume20,LAZY,24
﻿154,0.865119,0.015946,4.15,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿155,0.945213,0.031515,4.366667,COLLISION_WITH_NavModifierVolume43,LAZY,27
﻿156,0.709525,-0.040194,4.25,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿157,0.986565,-0.107684,4.9,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿158,0.858593,-0.28163,5.183333,COLLISION_WITH_NavModifierVolume17,LAZY,28
﻿159,0.975517,-0.04312,3.783333,COLLISION_WITH_NavModifierVolume20,LAZY,35
﻿160,0.908175,-0.066469,4.433333,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿161,0.862806,0.013665,4.7,COLLISION_WITH_NavModifierVolume30,LAZY,35
﻿162,0.768439,0.003047,4.55,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿163,0.900323,-0.058234,4.15,COLLISION_WITH_NavModifierVolume8,LAZY,27
﻿164,0.739507,-0.063653,4.333333,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿165,0.720708,0.03213,4.416667,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿166,0.766704,-0.052955,4.15,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿167,0.947576,-0.125918,4.616667,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿168,0.848238,0.012353,4.75,COLLISION_WITH_NavModifierVolume43,LAZY,31
﻿169,0.926893,0.04342,4.933333,COLLISION_WITH_NavModifierVolume8,LAZY,30
﻿170,0.852534,-0.004149,4.316667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿171,0.879839,0.006114,4.616667,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿172,0.849318,0.015304,4.566667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿173,0.981878,0.030882,4.516667,COLLISION_WITH_NavModifierVolume20,LAZY,29
﻿174,0.752547,0.001404,4.75,COLLISION_WITH_NavModifierVolume30,LAZY,35
﻿175,0.909389,0.022236,4.433333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿176,0.942793,0.005187,4.483333,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿177,0.595511,-0.025629,4.166667,COLLISION_WITH_BP_IntersectionBorder19,LAZY,25
﻿178,0.866806,-0.035041,4.433333,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿179,0.949477,-0.037218,4.966667,COLLISION_WITH_NavModifierVolume8,LAZY,32
﻿180,0.849452,0.023582,4.05,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿181,1.0,-0.45952,4.85,COLLISION_WITH_BP_IntersectionBorder40,LAZY,27
﻿182,0.958988,-0.070784,4.283333,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿183,0.6493,-0.090196,4.25,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿184,0.927144,-0.007939,5.283333,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿185,0.743553,-0.081459,4.916667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿186,0.946013,0.010293,4.95,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿187,0.979374,-0.152605,5.233333,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿188,0.846138,0.000795,4.45,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿189,0.887581,-0.091247,4.5,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿190,0.860492,-0.010772,4.416667,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿191,0.94113,-0.038854,4.633333,COLLISION_WITH_NavModifierVolume53,LAZY,35
﻿192,0.758355,0.019922,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿193,0.907173,-0.013008,5.316667,COLLISION_WITH_NavModifierVolume53,LAZY,33
﻿194,0.801983,-0.273798,4.933333,COLLISION_WITH_NavModifierVolume53,LAZY,26
﻿195,0.851412,-0.128714,3.866667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿196,0.98538,-0.078277,4.783333,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿197,0.846367,-0.008459,4.366667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿198,0.918777,0.020994,4.133333,COLLISION_WITH_BP_IntersectionBorder86,LAZY,27
﻿199,0.835967,-0.031182,4.183333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿200,0.896843,-0.013709,4.466667,COLLISION_WITH_NavModifierVolume43,LAZY,33
﻿201,0.925702,-0.058317,4.816667,COLLISION_WITH_NavModifierVolume8,LAZY,32
﻿202,0.688767,-0.196035,4.45,COLLISION_WITH_BP_IntersectionBorder11,LAZY,30
﻿203,0.855617,0.019978,3.95,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿204,0.846569,-0.020869,4.55,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿205,0.946889,-0.105645,3.9,COLLISION_WITH_NavModifierVolume8,LAZY,27
﻿206,0.961347,-0.133046,4.066667,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿207,0.838701,-0.010079,4.4,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿208,0.796314,-0.137882,4.933333,COLLISION_WITH_BP_IntersectionBorder46,LAZY,29
﻿209,0.953099,-0.028686,4.316667,COLLISION_WITH_NavModifierVolume20,LAZY,26
﻿210,0.500524,-0.060851,3.6,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿211,1.0,-0.048165,4.016667,COLLISION_WITH_NavModifierVolume133,LAZY,28
﻿212,0.870904,-0.190377,4.383333,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿213,0.95858,0.055167,4.666667,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿214,0.870017,-0.008252,4.616667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿215,0.956989,0.000349,4.216667,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿216,0.943124,-0.062783,3.933333,COLLISION_WITH_NavModifierVolume53,LAZY,33
﻿217,0.854001,-0.026315,4.05,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿218,0.953058,-0.121639,4.3,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿219,0.839852,-0.015406,4.15,COLLISION_WITH_NavModifierVolume11,LAZY,31
﻿220,0.924151,-0.009059,4.083333,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿221,0.938622,-0.10517,4.6,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿222,0.680118,-0.178556,4.566667,CORRECTINGWRONG,LAZY,29
﻿223,0.657184,-0.021128,4.483333,COLLISION_WITH_NavModifierVolume20,LAZY,29
﻿224,0.942783,0.02155,4.65,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿225,0.705278,0.008568,4.583333,COLLISION_WITH_BP_IntersectionBorder11,LAZY,23
﻿226,0.860588,0.037791,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿227,0.50901,-0.038921,4.0,COLLISION_WITH_NavModifierVolume20,LAZY,29
﻿228,0.866191,-0.106697,4.816667,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿229,0.566999,-0.151816,4.433333,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿230,0.948436,0.014352,4.533333,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿231,0.961762,-0.087317,4.116667,COLLISION_WITH_NavModifierVolume53,LAZY,32
﻿232,0.568921,-0.023147,4.066667,CORRECTINGWRONG,LAZY,28
﻿233,0.977447,-0.008094,4.933333,COLLISION_WITH_NavModifierVolume8,LAZY,28
﻿234,0.980202,-0.067026,4.816667,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿235,0.841684,-0.018378,4.3,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿236,0.947877,-0.047208,3.833333,COLLISION_WITH_NavModifierVolume43,LAZY,26
﻿237,0.864826,0.046016,4.183333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿238,0.778405,-0.031561,4.183333,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿239,0.953378,-0.004012,3.983333,COLLISION_WITH_NavModifierVolume43,LAZY,30
﻿240,0.849579,0.01315,4.283333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿241,0.828359,-0.065618,4.583333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿242,0.921726,-0.067224,4.2,COLLISION_WITH_NavModifierVolume20,LAZY,33
﻿243,0.858326,-0.044281,4.15,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿244,0.950628,-0.010175,5.4,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿245,0.974164,0.068053,4.3,COLLISION_WITH_NavModifierVolume43,LAZY,30
﻿246,0.748508,0.038325,4.25,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿247,0.843372,0.02251,4.466667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿248,0.947607,-0.008159,3.816667,COLLISION_WITH_NavModifierVolume43,LAZY,33
﻿249,0.699672,-0.013345,3.9,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿250,0.948414,-0.011446,5.066667,COLLISION_WITH_NavModifierVolume53,LAZY,32
﻿251,0.952686,-0.038322,4.4,COLLISION_WITH_NavModifierVolume53,LAZY,36
﻿252,0.978264,-0.012041,4.5,COLLISION_WITH_NavModifierVolume11,LAZY,26
﻿253,0.810128,-0.004141,5.15,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿254,0.911989,-0.000605,3.95,COLLISION_WITH_NavModifierVolume43,LAZY,28
﻿255,0.856401,-0.033895,4.0,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿256,0.838917,0.011435,4.683333,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿257,0.57981,-0.044152,3.883333,COLLISION_WITH_BP_IntersectionBorder19,LAZY,27
﻿258,0.858988,-0.034727,4.15,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿259,0.835555,-0.008997,4.266667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿260,0.967128,0.012622,3.9,COLLISION_WITH_NavModifierVolume43,LAZY,32
﻿261,0.850199,-0.006014,3.866667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿262,0.772227,-0.058675,3.6,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿263,0.887294,-0.008462,4.266667,COLLISION_WITH_NavModifierVolume43,LAZY,28
﻿264,0.966188,-0.018498,4.566667,COLLISION_WITH_NavModifierVolume8,LAZY,30
﻿265,0.787406,-0.016565,3.933333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿266,0.786492,-0.00741,4.5,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿267,0.973771,-0.01944,4.833333,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿268,0.834094,-0.035682,3.816667,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿269,0.935662,-0.073195,4.966667,COLLISION_WITH_NavModifierVolume53,LAZY,34
﻿270,0.784973,0.01724,4.183333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿271,0.638816,0.013482,4.583333,COLLISION_WITH_NavModifierVolume23,LAZY,34
﻿272,0.860796,-0.023608,4.733333,COLLISION_WITH_NavModifierVolume43,LAZY,33
﻿273,0.847727,-0.011943,3.9,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿274,0.942491,-0.007395,3.85,COLLISION_WITH_NavModifierVolume43,LAZY,32
﻿275,0.90467,0.023966,4.3,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿276,0.819429,-0.077175,4.4,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿277,0.762696,0.00037,3.966667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿278,0.987315,-0.218153,4.65,COLLISION_WITH_NavModifierVolume53,LAZY,25
﻿279,0.950808,0.010028,3.983333,COLLISION_WITH_NavModifierVolume43,LAZY,28
﻿280,0.85346,-0.014088,4.15,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿281,0.829885,-0.003979,4.6,COLLISION_WITH_NavModifierVolume8,LAZY,26
﻿282,0.894591,0.021582,3.95,COLLISION_WITH_NavModifierVolume2,LAZY,27
﻿283,0.699982,-0.149083,4.333333,CORRECTINGWRONG,LAZY,28
﻿284,0.741368,-0.017725,3.7,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿285,0.727822,-0.102076,4.483333,COLLISION_WITH_NavModifierVolume133,LAZY,30
﻿286,0.914351,-0.017922,4.816667,COLLISION_WITH_NavModifierVolume133,LAZY,28
﻿287,0.910282,-0.102433,4.466667,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿288,0.996856,-0.012691,4.25,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿289,0.856358,0.002554,4.55,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿290,0.959872,-0.177917,4.683333,COLLISION_WITH_NavModifierVolume53,LAZY,32
﻿291,0.965156,0.003371,4.516667,COLLISION_WITH_NavModifierVolume43,LAZY,28
﻿292,0.650631,-0.125749,4.816667,CORRECTINGWRONG,LAZY,29
﻿293,0.963928,-0.152929,4.083333,COLLISION_WITH_NavModifierVolume53,LAZY,30
