Generación,MejorFitnessNorm,FitnessNormMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular
﻿2067,0.838338,0.022879,3.833333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2068,0.745013,0.007623,3.866667,COLLISION_WITH_NavModifierVolume12,LAZY,27
﻿2069,0.92441,0.01427,4.35,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿2070,0.237038,-0.023483,3.4,COLLISION_WITH_BP_IntersectionBorder29,LAZY,26
﻿2071,0.795399,0.003201,3.866667,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿2072,0.792821,0.028967,3.95,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿2073,0.596248,0.005284,3.766667,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿2074,0.826416,0.013095,3.6,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2075,0.458307,0.001947,4.133333,CORRECTINGWRONG,LAZY,28
﻿2076,0.360618,-0.001907,4.0,COLLISION_WITH_NavModifierVolume42,LAZY,30
﻿2077,0.841927,0.033739,4.45,COLLISION_WITH_NavModifierVolume8,LAZY,25
﻿2078,0.745154,-0.004466,3.616667,COLLISION_WITH_NavModifierVolume12,LAZY,34
﻿2079,0.864577,0.02922,4.15,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2080,0.900074,0.03444,4.316667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2081,0.941106,-0.020665,3.85,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿2082,0.816942,0.00631,4.016667,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿2083,0.929962,0.003416,3.766667,COLLISION_WITH_NavModifierVolume43,LAZY,28
﻿2084,0.856304,0.022139,4.133333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2085,0.690919,0.010499,4.15,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿2086,0.569407,0.014763,3.466667,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿2087,0.863032,0.020095,3.966667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2088,0.871342,-0.006089,3.766667,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿2089,0.525862,-0.013964,3.55,CORRECTINGWRONG,LAZY,29
﻿2090,0.836811,0.026662,3.933333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿2091,0.284855,0.011457,3.483333,COLLISION_WITH_NavModifierVolume54,LAZY,32
﻿2092,0.849892,0.040185,3.716667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2093,0.900429,0.001321,3.95,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2094,0.57341,-0.018098,3.633333,COLLISION_WITH_BP_IntersectionBorder19,LAZY,30
﻿2095,0.900673,0.018811,4.15,COLLISION_WITH_BP_IntersectionBorder86,LAZY,29
﻿2096,0.714608,0.005041,3.733333,COLLISION_WITH_BP_IntersectionBorder11,LAZY,31
﻿2097,0.961695,-0.043761,4.116667,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿2098,0.871441,0.034535,4.95,COLLISION_WITH_NavModifierVolume8,LAZY,28
﻿2099,0.885905,0.01797,3.716667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2100,0.411968,-0.014383,3.766667,CORRECTINGWRONG,LAZY,30
﻿2101,0.865017,0.009058,3.766667,COLLISION_WITH_NavModifierVolume30,LAZY,34
﻿2102,0.821328,0.008615,4.066667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2103,0.854317,0.02465,4.133333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2104,0.726259,0.007918,3.75,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿2105,0.842769,-0.017386,3.9,COLLISION_WITH_NavModifierVolume11,LAZY,29
﻿2106,0.822716,0.003087,3.833333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2107,0.656586,-0.032276,3.8,CORRECTINGWRONG,LAZY,28
﻿2108,0.36114,0.012691,4.016667,COLLISION_WITH_NavModifierVolume42,LAZY,29
﻿2109,0.952349,-0.008144,4.5,COLLISION_WITH_NavModifierVolume53,LAZY,25
﻿2110,0.555069,0.015102,3.816667,CORRECTINGWRONG,LAZY,29
﻿2111,0.843117,0.024774,3.733333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2112,0.990117,0.017531,4.5,COLLISION_WITH_NavModifierVolume11,LAZY,32
﻿2113,0.829526,0.026416,3.95,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿2114,0.844782,0.001259,3.933333,COLLISION_WITH_BP_IntersectionBorder86,LAZY,36
﻿2115,0.57358,0.009743,3.483333,COLLISION_WITH_BP_IntersectionBorder11,LAZY,28
﻿2116,0.559272,0.025548,3.716667,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿2117,0.892748,0.034943,4.2,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2118,0.340969,-0.001535,3.95,COLLISION_WITH_NavModifierVolume42,LAZY,33
﻿2119,0.858727,0.029559,3.7,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2120,0.769294,0.029338,4.016667,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿2121,0.931143,-0.003969,3.833333,COLLISION_WITH_NavModifierVolume8,LAZY,34
﻿2122,0.794143,-0.025658,4.433333,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿2123,0.945264,-0.028114,3.9,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿2124,0.855465,0.024667,3.716667,COLLISION_WITH_NavModifierVolume30,LAZY,34
﻿2125,0.46423,-0.067187,4.366667,COLLISION_WITH_NavModifierVolume12,LAZY,30
﻿2126,0.683765,0.016698,4.15,COLLISION_WITH_NavModifierVolume23,LAZY,31
﻿2127,0.778891,0.045126,4.333333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿2128,0.846275,0.005503,3.633333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2129,0.853086,0.028226,4.05,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿2130,0.881637,0.023721,3.7,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿2131,0.611712,0.018016,4.0,CORRECTINGWRONG,LAZY,29
﻿2132,0.801372,0.017219,3.833333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2133,0.94554,-0.042388,3.933333,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿2134,0.888866,-0.003892,4.133333,COLLISION_WITH_NavModifierVolume43,LAZY,30
﻿2135,0.326893,0.00405,3.366667,COLLISION_WITH_BP_IntersectionBorder111,LAZY,31
﻿2136,0.568357,-0.003813,3.816667,COLLISION_WITH_BP_IntersectionBorder19,LAZY,28
﻿2137,0.934087,0.024999,3.733333,COLLISION_WITH_NavModifierVolume43,LAZY,30
﻿2138,0.846684,0.032443,3.783333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2139,0.909565,0.049773,4.183333,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿2140,0.94154,0.016642,4.15,COLLISION_WITH_NavModifierVolume20,LAZY,30
﻿2141,0.841436,0.011407,3.55,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿2142,0.855973,0.021266,4.066667,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿2143,0.806247,0.008762,4.0,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿2144,0.829994,-0.004814,4.216667,COLLISION_WITH_NavModifierVolume8,LAZY,28
﻿2145,0.602247,0.010386,3.433333,CORRECTINGWRONG,LAZY,33
﻿2146,0.171148,-0.031436,3.433333,COLLISION_WITH_NavModifierVolume8,LAZY,35
﻿2147,0.866487,0.033001,3.933333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2148,0.293401,-0.003748,3.516667,COLLISION_WITH_BP_IntersectionBorder29,LAZY,29
﻿2149,0.934021,-0.011373,4.2,COLLISION_WITH_NavModifierVolume8,LAZY,27
﻿2150,0.878693,0.003955,4.166667,COLLISION_WITH_NavModifierVolume43,LAZY,28
﻿2151,0.745931,0.014737,3.883333,COLLISION_WITH_BP_IntersectionBorder11,LAZY,30
﻿2152,0.861258,-0.002545,3.516667,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿2153,0.856264,0.029497,4.0,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2154,0.679927,-0.004903,3.516667,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿2155,0.341665,-0.032981,4.033333,COLLISION_WITH_NavModifierVolume42,LAZY,29
﻿2156,0.877042,0.010283,3.983333,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿2157,0.86919,0.019353,4.35,COLLISION_WITH_NavModifierVolume8,LAZY,25
﻿2158,0.809616,0.027454,4.3,COLLISION_WITH_NavModifierVolume2,LAZY,31
﻿2159,0.843428,0.01608,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2160,0.265596,0.000193,3.783333,COLLISION_WITH_BP_IntersectionBorder111,LAZY,31
﻿2161,0.816468,0.034603,4.083333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2162,0.764515,0.039385,4.416667,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿2163,0.409632,0.016015,3.466667,CORRECTINGWRONG,LAZY,34
﻿2164,0.965601,0.005787,4.2,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿2165,0.924024,-0.028846,3.633333,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿2166,0.852432,0.031202,4.083333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2167,0.978999,-0.020544,4.05,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿2168,1.0,0.003893,3.816667,COLLISION_WITH_NavModifierVolume20,LAZY,32
﻿2169,0.818627,0.027332,4.316667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2170,0.852746,0.002412,3.616667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2171,0.871499,0.010236,3.933333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿2172,0.683819,0.005236,4.166667,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿2173,0.906638,0.041443,3.9,COLLISION_WITH_BP_IntersectionBorder86,LAZY,33
﻿2174,0.827844,0.016269,3.633333,COLLISION_WITH_NavModifierVolume12,LAZY,30
﻿2175,0.903872,0.034874,4.05,COLLISION_WITH_BP_IntersectionBorder86,LAZY,32
﻿2176,0.915939,0.029477,4.05,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2177,0.926736,-0.033482,3.916667,COLLISION_WITH_NavModifierVolume53,LAZY,32
﻿2178,0.873558,-0.000931,3.666667,COLLISION_WITH_NavModifierVolume8,LAZY,27
﻿2179,0.67037,0.029797,3.716667,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿2180,0.965089,-0.009584,4.1,COLLISION_WITH_NavModifierVolume53,LAZY,33
﻿2181,0.921329,-0.006734,4.15,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿2182,0.945307,0.002135,4.033333,COLLISION_WITH_NavModifierVolume53,LAZY,24
﻿2183,0.868002,-0.027158,4.1,COLLISION_WITH_NavModifierVolume8,LAZY,33
﻿2184,0.850838,0.014464,4.033333,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿2185,0.651994,-0.006951,3.533333,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿2186,0.860803,-0.011843,3.416667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2187,0.619158,0.00871,3.933333,COLLISION_WITH_NavModifierVolume20,LAZY,28
﻿2188,0.793976,0.01595,4.283333,COLLISION_WITH_BP_IntersectionBorder86,LAZY,31
﻿2189,0.573407,0.005382,3.5,COLLISION_WITH_NavModifierVolume23,LAZY,31
﻿2190,0.81902,0.051847,4.083333,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿2191,0.74536,0.003655,3.916667,COLLISION_WITH_NavModifierVolume23,LAZY,32
﻿2192,0.905765,-0.030234,4.016667,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿2193,0.859069,0.043613,3.983333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2194,0.260253,0.000209,3.35,COLLISION_WITH_NavModifierVolume35,LAZY,31
﻿2195,0.837518,0.042312,4.116667,COLLISION_WITH_NavModifierVolume30,LAZY,35
﻿2196,0.883992,0.00372,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿2197,0.599339,0.005582,3.983333,COLLISION_WITH_NavModifierVolume20,LAZY,28
﻿2198,0.905433,0.009529,3.8,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿2199,0.41852,0.021563,3.516667,COLLISION_WITH_BP_IntersectionBorder11,LAZY,33
﻿2200,0.471368,0.008698,3.516667,COLLISION_WITH_BP_IntersectionBorder11,LAZY,32
﻿2201,0.826991,0.003394,3.866667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2202,0.854896,0.015091,3.933333,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿2203,0.905822,-0.001092,4.15,COLLISION_WITH_NavModifierVolume8,LAZY,31
﻿2204,0.615018,-0.020954,3.916667,COLLISION_WITH_BP_IntersectionBorder19,LAZY,30
﻿2205,0.357565,-0.006558,3.833333,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿2206,0.846021,0.018953,3.983333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2207,0.839427,0.018439,4.366667,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿2208,0.796327,0.050425,4.25,COLLISION_WITH_NavModifierVolume43,LAZY,34
﻿2209,0.639071,-0.041674,4.066667,COLLISION_WITH_NavModifierVolume23,LAZY,32
﻿2210,0.671145,0.019071,3.733333,COLLISION_WITH_BP_IntersectionBorder11,LAZY,28
﻿2211,0.867556,0.058114,4.033333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2212,0.855567,0.030707,3.833333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2213,0.62627,-0.026488,3.833333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2214,0.899001,0.032867,4.266667,COLLISION_WITH_NavModifierVolume43,LAZY,30
﻿2215,0.355156,-0.00334,3.866667,COLLISION_WITH_NavModifierVolume42,LAZY,36
﻿2216,0.330515,-0.011609,3.883333,COLLISION_WITH_BP_IntersectionBorder3,LAZY,30
﻿2217,0.430236,-0.045503,3.933333,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿2218,0.558255,-0.000603,3.883333,CORRECTINGWRONG,LAZY,28
﻿2219,0.748371,0.010493,3.866667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2220,0.829807,0.033019,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2221,0.884668,0.053794,3.95,COLLISION_WITH_NavModifierVolume43,LAZY,30
﻿2222,0.614114,-0.012027,3.783333,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿2223,0.857579,0.040502,4.333333,COLLISION_WITH_NavModifierVolume8,LAZY,30
﻿2224,0.686843,0.018164,3.916667,COLLISION_WITH_BP_IntersectionBorder11,LAZY,26
﻿2225,0.866354,0.032316,4.233333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿2226,0.918174,0.02666,4.116667,COLLISION_WITH_NavModifierVolume8,LAZY,29
﻿2227,0.718311,0.004841,3.75,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2228,0.629079,0.029633,3.566667,CORRECTINGWRONG,LAZY,27
﻿2229,0.855398,0.034716,3.983333,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿2230,0.461506,0.023488,4.066667,COLLISION_WITH_BP_IntersectionBorder11,LAZY,34
﻿2231,0.753605,0.014882,4.016667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2232,0.847954,0.029128,3.9,COLLISION_WITH_NavModifierVolume30,LAZY,35
﻿2233,0.834047,0.023401,4.8,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿2234,0.920306,0.033612,3.816667,COLLISION_WITH_NavModifierVolume12,LAZY,32
﻿2235,0.824545,0.02625,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2236,0.937835,-0.046596,4.15,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿2237,0.858146,0.013189,3.666667,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿2238,0.369025,-0.016435,3.85,COLLISION_WITH_NavModifierVolume42,LAZY,33
﻿2239,0.822654,0.004814,3.8,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿2240,0.668956,-0.036686,4.0,COLLISION_WITH_BP_IntersectionBorder11,LAZY,26
﻿2241,0.726477,-0.004706,3.633333,COLLISION_WITH_BP_IntersectionBorder11,LAZY,28
﻿2242,0.940203,0.023549,3.883333,COLLISION_WITH_NavModifierVolume43,LAZY,32
﻿2243,0.836138,-0.012225,5.0,COLLISION_WITH_NavModifierVolume53,LAZY,34
﻿2244,0.870816,0.005712,4.15,CORRECTINGWRONG,LAZY,25
﻿2245,0.90776,0.006665,3.45,COLLISION_WITH_NavModifierVolume43,LAZY,26
﻿2246,0.925411,-0.009699,3.933333,COLLISION_WITH_NavModifierVolume53,LAZY,34
﻿2247,0.658277,0.020878,3.633333,COLLISION_WITH_NavModifierVolume23,LAZY,31
﻿2248,0.80391,0.007649,3.966667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2249,1.0,-0.050595,4.2,COLLISION_WITH_NavModifierVolume2,LAZY,30
﻿2250,0.935093,-0.002488,4.516667,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿2251,0.79607,0.020784,4.016667,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿2252,0.793235,-0.004365,3.7,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2253,0.900716,0.006614,3.816667,COLLISION_WITH_NavModifierVolume20,LAZY,31
﻿2254,0.666161,0.021924,3.733333,COLLISION_WITH_NavModifierVolume20,LAZY,30
﻿2255,0.810109,0.016694,4.033333,COLLISION_WITH_NavModifierVolume12,LAZY,27
﻿2256,0.758262,0.018969,4.1,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿2257,0.802867,0.017798,4.216667,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿2258,0.762106,0.012984,3.833333,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿2259,0.707999,-0.000609,3.866667,COLLISION_WITH_NavModifierVolume23,LAZY,33
﻿2260,0.837411,0.011794,3.85,COLLISION_WITH_NavModifierVolume30,LAZY,34
﻿2261,0.801886,-0.003089,4.233333,COLLISION_WITH_NavModifierVolume43,LAZY,33
﻿2262,0.734903,0.00902,3.616667,COLLISION_WITH_NavModifierVolume23,LAZY,32
﻿2263,0.916486,0.027076,4.066667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2264,0.876076,0.011185,3.933333,COLLISION_WITH_NavModifierVolume2,LAZY,30
﻿2265,0.752894,0.02656,3.95,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2266,0.577625,0.019505,4.083333,COLLISION_WITH_NavModifierVolume54,LAZY,28
﻿2267,0.784736,-0.007601,4.35,COLLISION_WITH_NavModifierVolume8,LAZY,32
﻿2268,0.588825,-0.00006,3.8,COLLISION_WITH_BP_IntersectionBorder19,LAZY,27
﻿2269,0.847562,0.034449,4.316667,COLLISION_WITH_BP_IntersectionBorder36,LAZY,31
﻿2270,0.814552,0.003562,4.033333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿2271,0.75677,0.026404,3.8,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿2272,0.861476,0.024365,3.816667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿2273,0.947336,-0.016023,3.966667,COLLISION_WITH_NavModifierVolume53,LAZY,32
﻿2274,0.85109,0.03551,3.816667,COLLISION_WITH_NavModifierVolume12,LAZY,31
﻿2275,0.897186,0.003856,3.633333,COLLISION_WITH_NavModifierVolume30,LAZY,34
﻿2276,0.803003,0.048162,4.35,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2277,0.431945,-0.006189,3.666667,COLLISION_WITH_NavModifierVolume20,LAZY,30
﻿2278,0.727354,0.015026,4.066667,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿2279,0.877083,0.013368,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿2280,0.894629,0.026841,3.933333,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿2281,0.415283,0.004927,3.433333,COLLISION_WITH_BP_IntersectionBorder11,LAZY,30
﻿2282,0.470644,-0.014862,4.333333,COLLISION_WITH_BP_IntersectionBorder86,LAZY,31
﻿2283,0.93207,0.047809,4.533333,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿2284,0.841415,0.027964,3.75,COLLISION_WITH_NavModifierVolume30,LAZY,34
﻿2285,0.337338,-0.011196,3.683333,COLLISION_WITH_NavModifierVolume42,LAZY,30
﻿2286,0.280199,-0.015967,3.75,COLLISION_WITH_NavModifierVolume42,LAZY,31
﻿2287,0.881279,0.008001,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2288,0.869073,0.018235,3.9,COLLISION_WITH_BP_IntersectionBorder86,LAZY,29
﻿2289,0.656558,0.005802,3.666667,COLLISION_WITH_BP_IntersectionBorder108,LAZY,29
﻿2290,0.9035,0.020726,4.016667,COLLISION_WITH_NavModifierVolume43,LAZY,33
﻿2291,0.671108,0.016309,3.866667,CORRECTINGWRONG,LAZY,32
﻿2292,0.670999,0.0031,3.733333,COLLISION_WITH_BP_IntersectionBorder108,LAZY,30
﻿2293,0.849589,-0.010103,3.5,COLLISION_WITH_NavModifierVolume30,LAZY,34
﻿2294,0.284147,-0.005513,3.5,LAZY,LAZY,29
﻿2295,0.990548,0.032938,4.833333,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿2296,0.896235,0.023543,3.95,COLLISION_WITH_BP_IntersectionBorder86,LAZY,32
﻿2297,0.690499,0.024508,3.6,COLLISION_WITH_BP_IntersectionBorder108,LAZY,28
﻿2298,0.862749,0.043116,3.866667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿2299,0.961007,-0.039582,3.933333,COLLISION_WITH_NavModifierVolume8,LAZY,31
﻿2300,0.950252,-0.020292,3.85,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿2301,0.301696,0.006109,3.566667,COLLISION_WITH_NavModifierVolume23,LAZY,33
﻿2302,0.88112,0.034608,4.083333,COLLISION_WITH_NavModifierVolume43,LAZY,32
﻿2303,0.550424,0.000627,4.033333,COLLISION_WITH_NavModifierVolume23,LAZY,33
﻿2304,0.356814,-0.024975,3.633333,COLLISION_WITH_NavModifierVolume24,LAZY,36
﻿2305,0.841296,0.042156,3.916667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2306,0.846978,0.000857,3.9,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿2307,0.694488,-0.001533,3.516667,COLLISION_WITH_BP_IntersectionBorder108,LAZY,33
﻿2308,0.87309,-0.009614,4.133333,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿2309,0.730517,-0.009645,4.133333,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿2310,0.974232,-0.00696,4.15,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿2311,0.927104,0.020613,4.416667,COLLISION_WITH_NavModifierVolume8,LAZY,31
﻿2312,0.704633,0.035307,4.266667,COLLISION_WITH_NavModifierVolume12,LAZY,32
﻿2313,0.963977,-0.010501,4.233333,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿2314,0.612002,-0.00538,3.916667,COLLISION_WITH_BP_IntersectionBorder11,LAZY,30
﻿2315,0.928224,-0.007927,4.133333,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿2316,0.323047,-0.011967,3.583333,COLLISION_WITH_NavModifierVolume42,LAZY,27
﻿2317,0.800642,0.004068,4.066667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2318,0.611293,0.018017,3.5,COLLISION_WITH_NavModifierVolume23,LAZY,34
﻿2319,0.797507,-0.003661,3.55,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2320,0.877958,0.024488,4.316667,COLLISION_WITH_NavModifierVolume8,LAZY,29
﻿2321,0.62993,0.024797,4.116667,COLLISION_WITH_NavModifierVolume23,LAZY,31
﻿2322,0.8301,0.024811,4.2,COLLISION_WITH_NavModifierVolume43,LAZY,31
﻿2323,0.84994,0.010169,3.85,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2324,0.895308,0.043252,3.966667,COLLISION_WITH_BP_IntersectionBorder86,LAZY,34
﻿2325,0.834245,0.01423,3.9,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2326,0.852086,0.024317,4.033333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2327,0.917734,-0.004943,3.45,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿2328,0.210525,-0.011263,3.5,COLLISION_WITH_NavModifierVolume56,LAZY,28
﻿2329,0.864365,0.005314,3.75,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿2330,0.674885,-0.047611,3.816667,COLLISION_WITH_BP_IntersectionBorder19,LAZY,29
﻿2331,0.778075,0.027068,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2332,0.804325,0.013136,3.783333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿2333,0.979873,-0.257277,4.716667,COLLISION_WITH_NavModifierVolume7,LAZY,28
﻿2334,0.750372,0.003819,3.7,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿2335,0.826271,-0.030757,3.833333,COLLISION_WITH_NavModifierVolume8,LAZY,32
﻿2336,0.70371,0.029526,3.85,COLLISION_WITH_BP_IntersectionBorder11,LAZY,28
﻿2337,0.812519,0.012768,4.016667,COLLISION_WITH_NavModifierVolume43,LAZY,32
﻿2338,0.678592,0.027688,4.183333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿2339,0.839008,0.009186,4.1,COLLISION_WITH_NavModifierVolume43,LAZY,33
﻿2340,0.896176,0.011,3.55,COLLISION_WITH_NavModifierVolume43,LAZY,31
﻿2341,0.625472,0.010727,3.633333,CORRECTINGWRONG,LAZY,31
﻿2342,0.816355,0.050849,4.6,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2343,0.923448,0.009969,3.55,COLLISION_WITH_NavModifierVolume43,LAZY,30
﻿2344,0.80346,0.00979,3.6,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2345,0.915385,0.024012,3.866667,COLLISION_WITH_NavModifierVolume43,LAZY,28
﻿2346,0.856943,0.007683,3.616667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2347,0.607357,0.019849,4.283333,COLLISION_WITH_BP_IntersectionBorder19,LAZY,34
﻿2348,0.846343,0.001874,3.933333,COLLISION_WITH_NavModifierVolume30,LAZY,34
﻿2349,0.679134,-0.0189,3.916667,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿2350,0.860909,0.026675,4.15,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿2351,0.618781,-0.001885,3.666667,COLLISION_WITH_BP_IntersectionBorder19,LAZY,32
﻿2352,0.800528,-0.008645,3.283333,COLLISION_WITH_NavModifierVolume12,LAZY,27
﻿2353,0.937166,0.002474,3.916667,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿2354,0.955077,0.003689,4.183333,COLLISION_WITH_NavModifierVolume53,LAZY,34
﻿2355,0.756377,0.003689,3.866667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿2356,0.73943,-0.000293,3.65,COLLISION_WITH_NavModifierVolume23,LAZY,31
